doi,vol-no,numberOrnot,type,pnp,abstract
10.1257/aer.104.9.2830,104-09,1,empirical,0,"We investigate whether homeowners respond strategically to news of mortgage modification programs. We exploit plausibly exogenous variation in modification policy induced by settlement of U.S. state government lawsuits against Countrywide Financial Corporation, which agreed to offer modifications to seriously delinquent borrowers. Using a difference-in-difference framework, we find that Countrywide's monthly delinquency rate increased more than 0.54 percentage points&mdash;a ten percent relative increase&mdash;immediately after the settlement's announcement. The estimated increase in default rates is largest among borrowers least likely to default otherwise. These results suggest that strategic behavior should be an important consideration in designing mortgage modification programs. (JEL D10, G21, G33, K00)"
10.1257/aer.104.9.2858,104-09,0,theory,0,"We study the Markov equilibria of a model of free riding in which n infinitely lived agents choose between private consumption and irreversible contributions to a durable public good. We show that the set of equilibrium steady states converges to a unique point as depreciation converges to zero. For any level of depreciation, moreover, the highest steady state converges to the efficient level as agents become increasingly patient. These results are in contrast to the case with reversible investments, where a continuum of inefficient equilibrium steady states exists for any level of depreciation, discount factor and size of population."
10.1257/aer.104.9.2872,104-09,0,empirical,0,"We measure the pass-through of emissions costs to electricity prices. We perform both reduced-form and structural estimations based on optimal bidding in this market. Using rich micro-level data, we estimate the channels affecting pass-through in a flexible manner, with minimal functional form assumptions. Contrary to many studies in the general pass-through literature, we find that emissions costs are almost fully passed-through to electricity prices. Since electricity is traded through high-frequency auctions for highly inelastic demand, firms have weak incentives to adjust markups after the cost shock. Furthermore, the costs of price adjustment are small."
10.1257/aer.104.9.2900,104-09,0,theory,0,"Insurers have the reputation of being bad payers who nitpick when- ever an opportunity arises. However, this nitpicking activity has a positive impact on their auditing strategy since auditing may prove profitable when claims are not fraudulent. We show that reducing the indemnity payments of audited claims induces a lower fraud rate at equilibrium and that some degree of nitpicking is socially optimal when insurance fraud is a concern. Its remains optimal even if it induces adverse effects on policyholders' moral standards."
10.1257/aer.104.9.2918,104-09,0,theory,0,"This paper presents a sequential search model where consumers look for several products from multiproduct firms. Multiproduct search can significantly influence firms' pricing decisions. For example, it can make market prices decrease with search costs. Possible applications of the model are also discussed."
10.1257/aer.20120881,105-01,0,theory,0,"This paper analyzes how asset prices in a binary market react to information when traders have heterogeneous prior beliefs. We show that the competitive equilibrium price underreacts to information when there is a bound to the amount of money traders are allowed to invest. Underreaction is more pronounced when prior beliefs are more heterogeneous. Even in the absence of exogenous bounds on the amount that traders can invest, prices underreact to information provided that traders become less risk averse as their wealth increases. In a dynamic setting, underreaction results in initial momentum and then reversal in the long run. (JEL D83, D84, G11, G12, G14)"
10.1257/aer.20110572,105-01,0,empirical,0,"Electricity and water are often subsidized in developing countries to increase their affordability for low-income households. Ideally, such subsidies would create sufficient demand in poor neighborhoods to encourage private investment in their infrastructure. Instead, many regions receiving large subsidies have precarious distribution networks supplying users who never pay. Using a structural model of household electricity demand in Colombia, I predict the change in consumption and profits from upgrading low-quality electricity connections. I show that the existing subsidies, which provide greater transfers to areas with unreliable supply, deter investment to modernize infrastructure. Finally, I analyze alternative programs with stronger investment incentives. (JEL H23, H54, L94, L98, O12, O13)"
10.1257/aer.20101552,105-01,0,theory,0,"Many real matching markets are subject to distributional constraints. These constraints often take the form of restrictions on the numbers of agents on one side of the market matched to certain subsets on the other side. Real-life examples include restrictions on regions in medical matching, academic master's programs in graduate admission, and state-financed seats for college admission. Motivated by these markets, we study design of matching mechanisms under distributional constraints. We show that existing matching mechanisms suffer from inefficiency and instability, and propose a mechanism that is better in terms of efficiency, stability, and incentives while respecting the distributional constraints. (JEL C70, D61, D63)"
10.1257/aer.20121242,105-01,0,theory,0,"Teacher contracts that condition pay and retention on demonstrated performance can improve selection into and out of teaching. I study alternative contracts in a simulated teacher labor market that incorporates dynamic self-selection and Bayesian learning. Bonus policies create only modest incentives and thus have small effects on selection. Reductions in tenure rates can have larger effects, but must be accompanied by substantial salary increases; elimination of tenure confers little additional benefit unless firing rates are extremely high. Benefits of both bonus and tenure policies exceed costs, though optimal policies are sensitive to labor market parameters about which little is known. (JEL I21, J22, J23, J24, J31, J41, J45)"
10.1257/aer.20130090,105-01,0,empirical,0,"We measure the impact of a drastic new technology for producing steel--the minimill--on industry-wide productivity in the US steel industry, using unique plant-level data between 1963 and 2002. The sharp increase in the industry's productivity is linked to this new technology through two distinct mechanisms: (i) the mere displacement of the older technology (vertically integrated producers) was responsible for a third of the increase in the industry's productivity, and (ii) increased competition, due the minimill expansion, drove a productivity resurgence at the surviving vertical integrated producers and, consequently, the productivity of the industry as a whole. (JEL D24, L13, L23, L61, M11, O31, O33)"
10.1257/aer.20130223,105-01,1,empirical,0,"We estimate a bargaining model of competition between hospitals and managed care organizations (MCOs) and use the estimates to evaluate the effects of hospital mergers. We find that MCO bargaining restrains hospital prices significantly. The model demonstrates the potential impact of coinsurance rates, which allow MCOs to partly steer patients toward cheaper hospitals. We show that increasing patient coinsurance tenfold would reduce prices by 16 percent. We find that a proposed hospital acquisition in Northern Virginia that was challenged by the Federal Trade Commission would have significantly raised hospital prices. Remedies based on separate bargaining do not alleviate the price increases. (JEL C78, G34, I11, I13, L13)"
10.1257/aer.20120651,105-01,1,empirical,0,"We study whether people became less likely to switch Medicare prescription drug plans (PDPs) due to more options and more time in Part D. Panel data for a random 20 percent sample of enrollees from 2006-2010 show that 50 percent were not in their original PDPs by 2010. Individuals switched PDPs in response to higher costs of their status quo plans, saving them money. Contrary to choice overload, larger choice sets increased switching unless the additional plans were relatively expensive. Neither switching overall nor responsiveness to costs declined over time, and above-minimum spending in 2010 remained below the 2006 and 2007 levels. (JEL H51, I13, I18)"
10.1257/aer.20120283,105-01,1,empirical,0,"Following FCC pressure to end bill shock, cellular carriers now alert customers when they exceed usage allowances. We estimate a model of plan choice, usage, and learning using a 2002-2004 panel of cellular bills. Accounting for firm price adjustment, we predict that implementing alerts in 2002-2004 would have lowered average annual consumer welfare by $33. We show that consumers are inattentive to past usage, meaning that bill-shock alerts are informative. Additionally, our estimates imply that consumers are overconfident, underestimating the variance of future calling. Overconfidence costs consumers $76 annually at 2002-2004 prices. Absent overconfidence, alerts would have little to no effect. (JEL D12, D18, L11, L96, L98)"
10.1257/aer.20130047,105-01,0,theory,0,"Individuals must often choose among discrete actions with imperfect information about their payoffs. Before choosing, they have an opportunity to study the payoffs, but doing so is costly. This creates new choices such as the number of and types of questions to ask. We model these situations using the rational inattention approach to information frictions. We find that the decision maker's optimal strategy results in choosing probabilistically in line with a generalized multinomial logit model, which depends both on the actions' true payoffs as well as on prior beliefs. (JEL D11, D81, D83)"
10.1257/aer.20111046,105-01,0,theory,0,"This paper develops axiomatically a revealed preference theory of reference-dependent choice behavior. Instead of taking the reference for an agent as exogenously given in the description of a choice problem, we suitably relax the Weak Axiom of Revealed Preference to obtain, endogenously, the existence of reference alternatives as well as the structure of choice behavior conditional on those alternatives. We show how this model captures some well-known choice patterns such as the attraction effect. (JEL D11, D81)"
10.1257/aer.20131063,105-01,0,empirical,0,"In a large-scale controlled trial in collaboration with the reelection campaign of an Italian incumbent mayor, we administered (randomized) messages about the candidate's valence or ideology. Informational treatments affected both actual votes in the precincts and individual vote declarations. Campaigning on valence brought more votes to the incumbent, but both messages affected voters' beliefs. Cross-learning occurred, as voters who received information about the incumbent also updated their beliefs on the opponent. With a novel protocol of beliefs elicitation and structural estimation, we assess the weights voters place upon politicians' valence and ideology, and simulate counterfactual campaigns. (JEL D12, D72, D83)"
10.1257/aer.20120427,105-01,1,empirical,0,"We investigate the relationship between political networks, weak institutions, and election fraud during the 2010 parliamentary election in Afghanistan combining: (i) data on political connections between candidates and election officials; (ii) a nationwide controlled evaluation of a novel monitoring technology; and (iii) direct measurements of aggregation fraud. We find considerable evidence of aggregation fraud in favor of connected candidates and that the announcement of a new monitoring technology reduced theft of election materials by about 60 percent and vote counts for connected candidates by about 25 percent. The results have implications for electoral competition and are potentially actionable for policymakers. (JEL C93, D02, D72, K42, O17)"
10.1257/aer.20130604,105-01,0,empirical,0,"The TseTse fly is unique to Africa and transmits a parasite harmful to humans and lethal to livestock. This paper tests the hypothesis that the TseTse reduced the ability of Africans to generate an agricultural surplus historically. Ethnic groups inhabiting TseTse-suitable areas were less likely to use domesticated animals and the plow, less likely to be politically centralized, and had a lower population density. These correlations are not found in the tropics outside of Africa, where the fly does not exist. The evidence suggests current economic performance is affected by the TseTse through the channel of precolonial political centralization. (JEL I12, N57, O13, O17, Q12, Q16, Q18)"
10.1257/aer.20131377,105-01,0,empirical,0,"This paper evaluates changes in fuel procurement practices by coal and gas-fired power plants in the United States following state-level legislation that ended cost-of-service regulation of electricity generation. I find that deregulated plants substantially reduce the price paid for coal (but not gas) and tend to employ less capital-intensive sulfur abatement techniques relative to matched plants that were not subject to any regulatory change. Deregulation also led to a shift toward more productive coal mines. I show how these results lend support to theories of asymmetric information, capital bias, and regulatory capture as important sources of regulatory distortion. (JEL L51, L71, L94, L98, Q35, Q41, Q48)"
10.1257/aer.20121036,105-01,1,empirical,0,"During the financial crisis, life insurers sold long-term policies at deep discounts relative to actuarial value. The average markup was as low as -19 percent for annuities and -57 percent for life insurance. This extraordinary pricing behavior was due to financial and product market frictions, interacting with statutory reserve regulation that allowed life insurers to record far less than a dollar of reserve per dollar of future insurance liability. We identify the shadow cost of capital through exogenous variation in required reserves across different types of policies. The shadow cost was $0.96 per dollar of statutory capital for the average company in November 2008. (JEL G01, G22, G28, G32)"
10.1257/aer.20120642,105-02,0,empirical,0,"The Great Migrationäóñthe massive migration of African Americans out of the rural South to largely urban locations in the North, Midwest, and Westäóñwas a landmark event in US history. Our paper shows that this migration increased mortality of African Americans born in the early twentieth century South. This inference comes from an analysis that uses proximity of birthplace to railroad lines as an instrument for migration. (JEL I12, J15, N31, N32, N91, N92, R23)"
10.1257/aer.20130921,105-02,0,theory,0,"This paper studies, theoretically and empirically, the role of overconfidence in political behavior. Our model of overconfidence in beliefs predicts that overconfidence leads to ideological extremeness, increased voter turnout, and stronger partisan identification. The model also makes nuanced predictions about the patterns of ideology in society. These predictions are tested using unique data that measure the overconfidence and standard political characteristics of a nationwide sample of over 3,000 adults. Our numerous predictions find strong support in these data. In particular, we document that overconfidence is a substantively and statistically important predictor of ideological extremeness, voter turnout, and partisan identification. (JEL C83, D03, D72, D83)"
10.1257/aer.20131159,105-02,0,theory,0,"We consider a moral hazard problem where the principal is uncertain as to what the agent can and cannot do: she knows some actions available to the agent, but other, unknown actions may also exist. The principal demands robustness, evaluating possible contracts by their worst-case performance, over unknown actions the agent might potentially take. The model assumes risk-neutrality and limited liability, and no other functional form assumptions. Very generally, the optimal contract is linear. The model thus offers a new explanation for linear contracts in practice. It also introduces a flexible modeling approach for moral hazard under nonquantifiable uncertainty. (JEL D81, D82, D86)"
10.1257/aer.20130456,105-02,0,theory,0,"This paper argues that the extent of financial contagion exhibits a form of phase transition: as long as the magnitude of negative shocks affecting financial institutions are sufficiently small, a more densely connected financial network (corresponding to a more diversified pattern of interbank liabilities) enhances financial stability. However, beyond a certain point, dense interconnections serve as a mechanism for the propagation of shocks, leading to a more fragile financial system. Our results thus highlight that the same factors that contribute to resilience under certain conditions may function as significant sources of systemic risk under others. (JEL D85, E44, G21, G28, L14)"
10.1257/aer.20130267,105-02,0,empirical,0,"Both under- and over-treatment of communicable diseases are public bads. But efforts to decrease one run the risk of increasing the other. Using rich experimental data on household treatment- seeking behavior in Kenya, we study the implications of this trade-off for subsidizing life-saving antimalarials sold over-the-counter at retail drug outlets. We show that a very high subsidy (such as the one under consideration by the international community) dramatically increases access, but nearly one-half of subsidized pills go to patients without malaria. We study two ways to better target subsidized drugs: reducing the subsidy level, and introducing rapid malaria tests over-the-counter. (JEL D12, D82, I12, O12, O15)"
10.1257/aer.20130930,105-02,0,theory,0,"We analyze a notion of self-confirming equilibrium with non-neutral ambiguity attitudes that generalizes the traditional concept. We show that the set of equilibria expands as ambiguity aversion increases. The intuition is quite simple: by playing the same strategy in a stationary environment, an agent learns the implied distribution of payoffs, but alternative strategies yield payoffs with unknown distributions; increased aversion to ambiguity makes such strategies less appealing. In sum, a kind of ""status quo bias"" emerges; in the long run, the uncertainty related to tested strategies disappears, but the uncertainty implied by the untested ones does not. (JEL C72, C73, D81, D83)"
10.1257/aer.20121656,105-02,1,empirical,0,"Regulatory oversight of toxic emissions from industrial plants and understanding about these emissions' impacts are in their infancy. Applying a research design based on the openings and closings of 1,600 industrial plants to rich data on housing markets and infant health, we find that: toxic air emissions affect air quality only within 1 mile of the plant; plant openings lead to 11 percent declines in housing values within 0.5 mile or a loss of about $4.25 million for these households; and a plant's operation is associated with a roughly 3 percent increase in the probability of low birthweight within 1 mile. (JEL I12, L60, Q52, Q53, Q58, R23, R31)"
10.1257/aer.20131408,105-02,0,empirical,0,"This paper examines the implicit health insurance that households receive from the ability to declare bankruptcy. Exploiting multiple sources of variation in asset exemption law, I show that uninsured households with a greater financial cost of bankruptcy make higher out-of-pocket medical payments, conditional on the amount of care received. In turn, I find that households with greater wealth at risk are more likely to hold health insurance. The implicit insurance from bankruptcy distorts the insurance coverage decision. Using a microsimulation model, I calculate that the optimal Pigovian penalties are three-quarters as large as the average penalties under the Affordable Care Act. (JEL D14, H51, I13, K35)"
10.1257/aer.20120700,105-02,0,empirical,0,"We conduct a social dilemma experiment in which real-world leaders can punish group members as a third party. Despite facing an identical environment, leaders are found to take remarkably different punishment approaches. The different leader types revealed experimentally explain the relative success of groups in managing their forest commons. Leaders who emphasize equality and efficiency see positive forest outcomes. Antisocial leaders, who punish indiscriminately, see relatively negative forest outcomes. Our results highlight the importance of leaders in collective action, and more generally the idiosyncratic but powerful roles that leaders may play, leading to substantial variation in group cooperation outcomes. (JEL C93, D03, O13, Q23)"
10.1257/aer.20080841,105-02,0,empirical,0,"We identify a key role of factor supply, driven by demographic changes, in shaping several empirical regularities that are a focus of active research in macro and labor economics. In particular, demographic changes alone can account for the large movements of the return to experience over the last four decades, for the differential dynamics of the age premium across education groups emphasized by Katz and Murphy (1992), for the differential dynamics of the college premium across age groups emphasized by Card and Lemieux (2001), and for the changes in cross-sectional and cohort-based life-cycle profiles emphasized by Kambourov and Manovskii (2005). (JEL D91, E24, I23, J11, J24, J31)"
10.1257/aer.20111559,105-02,0,empirical,0,"We argue that US welfare would rise if unemployment insurance were increased for younger and decreased for older workers. This is because the young tend to lack the means to smooth consumption during unemployment and want jobs to accumulate high-return human capital. So unemployment insurance is most valuable to them, while moral hazard is mild. By calibrating a life cycle model with unemployment risk and endogenous search effort, we find that allowing unemployment replacement rates to decline with age yields sizeable welfare gains to US workers. (JEL D91, E24, J13, J64, J65)"
10.1257/aer.20131314,105-02,0,empirical,0,"Countercyclical risk aversion can explain major puzzles such as the high volatility of asset prices. Evidence for its existence is, however, scarce because of the host of factors that simultaneously change during financial cycles. We circumvent these problems by priming financial professionals with either a boom or a bust scenario. Subjects primed with a financial bust were substantially more fearful and risk averse than those primed with a boom, suggesting that fear may play an important role in countercyclical risk aversion. The mechanism described here is relevant for theory and may explain self-reinforcing processes that amplify market dynamics. (JEL E32, E44, G01, G11, G12)"
10.1257/aer.20110753,105-02,0,empirical,0,"Market outcomes depend on the quality of information available to its participants. We measure the effect of information disclosure on market outcomes using a large-scale field experiment that randomly discloses quality information in wholesale automobile auctions. We argue that buyers in this market are horizontally differentiated across cars that are vertically ranked by quality. This implies that information disclosure helps match heterogeneous buyers to cars of varying quality, causing both good and bad news to increase competition and revenues. The data confirm these hypotheses. These findings have implications for the design of other markets, including e-commerce, procurement auctions, and labor markets. (JEL C93, D44, D82, L15)"
10.1257/aer.20130683,105-02,0,empirical,0,"Do women and men behave differently in financial asset markets? Our results from an asset market experiment show a marked gender difference in producing speculative price bubbles. Mixed markets show intermediate values, and a meta-analysis of 35 markets from different studies confirms the inverse relationship between the magnitude of price bubbles and the frequency of female traders in the market. Women's price forecasts also are significantly lower, even in the first period. Implications for financial markets and experimental methodology are discussed. (JEL D14, D81, G01, G11, J16)"
10.1257/aer.20130848,105-03,0,theory,0,"We analyze the welfare consequences of a monopolist having additional information about consumers' tastes, beyond the prior distribution; the additional information can be used to charge different prices to different segments of the market, i.e., carry out ""third degree price discrimination."" We show that the segmentation and pricing induced by the additional information can achieve every combination of consumer and producer surplus such that: (i) consumer surplus is nonnegative, (ii) producer surplus is at least as high as profits under the uniform monopoly price, and (iii) total surplus does not exceed the surplus generated by efficient trade. (JEL D42, D83, L12)"
10.1257/aer.20121416,105-03,0,empirical,0,"An exogenous expansion in mortgage credit has significant effects on house prices. This finding is established using US branching deregulations between 1994 and 2005 as instruments for credit. Credit increases for deregulated banks, but not in placebo samples. Such differential responses rule out demand-based explanations, and identify an exogenous credit supply shock. Because of geographic diversification, treated banks expand credit: housing demand increases, house prices rise, but to a lesser extent in areas with elastic housing supply, where the housing stock increases instead. In an instrumental variable sense, house prices are well explained by the credit expansion induced by deregulation. (JEL G21, G28, R21, R31)"
10.1257/aer.20121546,105-03,0,empirical,0,"We study the cyclical properties of sales, regular price changes, and average prices paid by consumers (""effective"" prices) using data on prices and quantities sold for numerous retailers across many US metropolitan areas. Inflation in the effective prices paid by consumers declines significantly with higher unemployment while little change occurs in the inflation rate of prices posted by retailers. This difference reflects the reallocation of household expenditures across retailers, a feature of the data which we document and quantify, rather than sales. We propose a simple model with household store-switching and assess its implications for business cycles and policymakers. (JEL D12, E31, E32, L25, L81)"
10.1257/aer.20130758,105-03,1,theory,0,"We develop a model of selection that incorporates a key element of recent health reforms: an individual mandate. Using data from Massachusetts, we estimate the parameters of the model. In the individual market for health insurance, we find that premiums and average costs decreased significantly in response to the individual mandate. We find an annual welfare gain of 4.1 percent per person or $51.1 million annually in Massachusetts as a result of the reduction in adverse selection. We also find smaller post-reform markups. (JEL D82, G22, H75, I13)"
10.1257/aer.20120070,105-03,1,empirical,0,"This paper uses the rollout of the first Community Health Centers (CHCs) to study the longer-term health effects of increasing access to primary care. Within ten years, CHCs are associated with a reduction in age-adjusted mortality rates of 2 percent among those 50 and older. The implied 7 to 13 percent decrease in one-year mortality risk among beneficiaries amounts to 20 to 40 percent of the 1966 poor/non-poor mortality gap for this age group. Large effects for those 65 and older suggest that increased access to primary care has longer-term benefits, even for populations with near universal health insurance. (JEL H75, I12, I13, I18, I32, I38, J14)"
10.1257/aer.20130351,105-03,0,theory,0,"We show that endogenous firm selection provides a new welfare margin for heterogeneous firm models of trade (relative to homogeneous firm models). Under some parameter restrictions, the trade elasticity is constant and is a sufficient statistic for welfare, along with the domestic trade share. However, even small deviations from these restrictions imply that trade elasticities are variable and differ across markets and levels of trade costs. In this more general setting, the domestic trade share and endogenous trade elasticity are no longer sufficient statistics for welfare. Additional empirically observable moments of the micro structure also matter for welfare. (JEL F12, F13, F41)"
10.1257/aer.20121282,105-03,0,theory,0,"In many economic, political, and social situations, circumstances change at random points in time, reacting is costly, and reactions appropriate to present circumstances may become inappropriate upon future changes, requiring further costly reaction. Waiting is informative if arrival of the next change has non-constant hazard rate. We identify two classes of situations: in the first, delayed reaction is optimal only when the hazard rate of further changes is decreasing; in the second, it is optimal only when the hazard rate of further changes is increasing. These results in semi-Markovian decision theory provide motivations for building delay into decision systems. (JEL C61, D72, D82, D83, K10, M11)"
10.1257/aer.20131193,105-03,0,empirical,0,"This paper exploits a data rich environment to provide direct econometric estimates of time-varying macroeconomic uncertainty. Our estimates display significant independent variations from popular uncertainty proxies, suggesting that much of the variation in the proxies is not driven by uncertainty. Quantitatively important uncertainty episodes appear far more infrequently than indicated by popular uncertainty proxies, but when they do occur, they are larger, more persistent, and are more correlated with real activity. Our estimates provide a benchmark to evaluate theories for which uncertainty shocks play a role in business cycles. (JEL C53, D81, E32, G12, G35, L25)"
10.1257/aer.20110683,105-03,0,empirical,0,"The paper studies how high household leverage and crises can be caused by changes in the income distribution. Empirically, the periods 1920-1929 and 1983-2008 both exhibited a large increase in the income share of high-income households, a large increase in debt leverage of low- and middle-income households, and an eventual financial and real crisis. The paper presents a theoretical model where higher leverage and crises are the endogenous result of a growing income share of high-income households. The model matches the profiles of the income distribution, the debt-to-income ratio and crisis risk for the three decades preceding the Great Recession. (JEL D14, D31, D33, E32, E44, G01, N22)"
10.1257/aer.20131030,105-03,0,theory,0,"An uncertainty-averse agent prefers betting on an event whose probability is known, to betting on an event whose probability is unknown. Such an agent may randomize his choices to eliminate the effects of uncertainty. For what sort of preferences does a randomization eliminate the effects of uncertainty? To answer this question, we investigate an agent's preferences over sets of acts. We axiomatize a utility function, through which we can identify the agent's subjective belief that a randomization eliminates the effects of uncertainty. (JEL D11, D81)"
10.1257/aer.20130612,105-03,1,empirical,0,"Consumer bankruptcy is one of the largest social insurance programs in the United States, but little is known about its impact on debtors. We use 500,000 bankruptcy filings matched to administrative tax and foreclosure data to estimate the impact of Chapter 13 bankruptcy protection on subsequent outcomes. Exploiting the random assignment of bankruptcy filings to judges, we find that Chapter 13 protection increases annual earnings by $5,562, decreases five-year mortality by 1.2 percentage points, and decreases five-year foreclosure rates by 19.1 percentage points. These results come primarily from the deterioration of outcomes among dismissed filers, not gains by granted filers. (JEL D14, I12, J22, J31, K35)"
10.1257/aer.20130935,105-03,1,empirical,0,"We estimate the sensitivity of scrap decisions to changes in used car values and show how this ""scrap elasticity"" produces emissions leakage under fuel efficiency standards, a process known as the Gruenspecht effect. We first estimate the effect of gasoline prices on used vehicle values and scrappage of vehicles with different fuel economies. We then estimate the scrap elasticity itself, which we find to be -0.7. When applied in a model of fuel economy standards, 13-16 percent of the expected fuel savings leak away through the used vehicle market. This effect rivals or exceeds the importance of the often-cited mileage rebound effect. (JEL H23, L62, L78, Q35, Q38, Q48, Q58)"
10.1257/aer.15000001,105-04,0,theory,0,"Notwithstanding great progress in scientific and economic understanding of climate change, it has proven difficult to forge international agreements because of free-riding, as seen in the defunct Kyoto Protocol. This study examines the club as a model for international climate policy. Based on economic theory and empirical modeling, it finds that without sanctions against non-participants there are no stable coalitions other than those with minimal abatement. By contrast, a regime with small trade penalties on non-participants, a Climate Club, can induce a large stable coalition with high levels of abatement. (JEL Q54, Q58, K32, K33)"
10.1257/aer.20111662,105-04,0,empirical,0,"This paper uses an assignment model to understand the cross section of house prices within a metro area. Movers' demand for housing is derived from a life-cycle problem with credit market frictions. Equilibrium house prices adjust to assign houses that differ by quality to movers who differ by age, income, and wealth. To quantify the model, we measure distributions of house prices, house qualities, and mover characteristics from micro-data on San Diego County during the 2000s boom. The main result is that cheaper credit for poor households was a major driver of prices, especially at the low end of the market. (JEL D14, D91, R21, R31)"
10.1257/aer.20120578,105-04,1,empirical,0,"A quantitative investigation of financial intermediation in the United States over the past 130 years yields the following results: (i) the finance industry's share of gross domestic product (GDP) is high in the 1920s, low in the 1960s, and high again after 1980; (ii) most of these variations can be explained by corresponding changes in the quantity of intermediated assets (equity, household and corporate debt, liquidity); (iii) intermediation has constant returns to scale and an annual cost of 1.5-2 percent of intermediated assets; (iv) secular changes in the characteristics of firms and households are quantitatively important. (JEL D24, E44, G21, G32, N22)"
10.1257/aer.20120525,105-04,0,empirical,0,"Does credit availability exacerbate asset price inflation? Are there long run consequences? During the farm land price boom and bust before the Great Depression, we find that credit availability directly inflated land prices. Credit also amplified the relationship between positive fundamentals and land prices, leading to greater indebtedness. When fundamentals soured, areas with higher credit availability suffered a greater fall in land prices and had more bank failures. Land prices and credit availability also remained disproportionately low for decades in these areas, suggesting that leverage might render temporary credit induced booms and busts persistent. We draw lessons for regulatory policy. (JEL E31, G21, G28, N22, N52, Q12, Q14)"
10.1257/aer.20130360,105-04,0,empirical,0,"We analyze randomized online survey experiments providing interactive, customized information on US income inequality, the link between top income tax rates and economic growth, and the estate tax. The treatment has large effects on views about inequality but only slightly moves tax and transfer policy preferences. An exception is the estate tax&mdash;informing respondents of the small share of decedents who pay it doubles support for it. The small effects for all other policies can be partially explained by respondents' low trust in government and a disconnect between concerns about social issues and the public policies meant to address them. (JEL D31, D72, H23, H24)"
10.1257/aer.20121110,105-04,0,theory,0,"We develop an equilibrium wage-posting model with heterogeneous firms that decide to locate in the formal or the informal sector and workers who search randomly on and off the job. We estimate the model on Brazilian labor force survey data. In equilibrium, firms of equal productivity locate in different sectors, a fact observed in the data. Wages are characterized by compensating differentials. We show that tightening enforcement does not increase unemployment and increases wages, total output, and welfare by enabling better allocation of workers to higher productivity jobs and improving competition in the formal labor market. (JEL E26, J24, J31, J46, O15, O17)"
10.1257/aer.20130903,105-04,0,empirical,0,"This paper shows how in Medicare Part D insurers' gaming of the subsidy paid to low-income enrollees distorts premiums and raises the program cost. Using plan-level data from the first five years of the program, I find multiple instances of pricing strategy distortions for the largest insurers. Instrumental variable estimates indicate that the changes in a concentration index measuring the manipulability of the subsidy can explain a large share of the premium growth observed between 2006 and 2011. Removing this distortion could reduce the cost of the program without worsening consumer welfare. (JEL G22, H51, I13, I18)"
10.1257/aer.20130189,105-04,1,empirical,0,"I test the effect of harsher punishments and sanctions on driving under the influence (DUI). In this setting, punishments are determined by strict rules on blood alcohol content (BAC) and previous offenses. Regression discontinuity derived estimates suggest that having a BAC above the DUI threshold reduces recidivism by up to 2 percentage points (17 percent). Likewise having a BAC over the aggravated DUI threshold reduces recidivism by an additional percentage point (9 percent). The results suggest that the additional sanctions experienced by drunk drivers at BAC thresholds are effective in reducing repeat drunk driving. (JEL I12, K42, R41)"
10.1257/aer.20130896,105-04,0,theory,0,"We provide a result on prospect theory decision makers who are naí¿ve about the time inconsistency induced by probability weighting. If a market offers a sufficiently rich set of investment strategies, investors postpone their trading decisions indefinitely due to a strong preference for skewness. We conclude that probability weighting in combination with naí¿vetí© leads to unrealistic predictions for a wide range of dynamic setups. (JEL D81, G02, G11)"
10.1257/aer.20140134,105-04,0,empirical,0,"In this paper we analyze elections when voters underestimate the correlation between their information sources (""correlation neglect""). We find that this cognitive bias can improve political outcomes. We show that the extreme beliefs which result from correlation neglect induce some voters to base their vote on information rather than on political preferences. We characterize conditions on the distribution of preferences under which this induces higher vote shares for the optimal policies and better information aggregation. (JEL D72, D83)"
10.1257/aer.20130250,105-04,0,theory,0,"We present a model of policy development in which competing factions have different ideologies, yet agree on certain common objectives. Policy developers can appeal to a decision maker by making productive investments to improve the quality of their proposals. These investments are specific to a given proposal, which means that policy developers can potentially obtain informal agenda power. Competition undermines this agenda power, forcing policy developers to craft policies that are better for the decision maker. This beneficial effect is strongest if policy developers have divergent ideological preferences, because their intense desire to affect policy motivates them to develop higher quality proposals. (JEL D72, D73, D78, E61)"
10.1257/aer.20121317,105-06,0,theory,0,"The well-known double marginalization problem understates the inefficiencies arising from vertical relations in consumer search markets where consumers are uninformed about the wholesale prices charged by manufacturers to retailers. Consumer search provides a monopoly manufacturer with an additional incentive to increase its price, worsening the double marginalization problem and lowering the manufacturer's profits. Nevertheless, manufacturers in more competitive wholesale markets may not have an incentive to reveal their prices to consumers. We show that retail prices decrease in search cost, and so both industry profits and consumer surplus increase in search cost. (JEL D11, D42, D83, L12, L25, L60, L81)"
10.1257/aer.20131306,105-06,0,theory,0,"Behavioral economics presents a ""paternalistic"" rationale for benevolent government intervention. This paper presents a model of public debt where voters have self-control problems and attempt to commit using illiquid assets. In equilibrium, government accumulates debt to respond to individuals' desire to undo their commitments, which leads individuals to rebalance their portfolio, in turn feeding into a demand for further debt accumulation. As a consequence, (i) large (and distortionary) government debt accumulation occurs, and (ii) banning illiquid assets could improve individuals' welfare. These results offer a new rationale for balanced budget rules in constitutions to restrain governments' responses to voters' self-control problems. (JEL D2, D72, D78, H62, H63)"
