"","doi","volno","abstract"
"928","10.1257/aer.103.5.1892","10305","We analyze the effects of top tax rates on international migration of
football players in 14 European countries since 1985. Both country
case studies and multinomial regressions show evidence of strong
mobility responses to tax rates, with an elasticity of the number of
foreign (domestic) players to the net-of-tax rate around one (around
0.15). We also find evidence of sorting effects (low taxes attract highability
players who displace low-ability players) and displacement
effects (low taxes on foreigners displace domestic players). Those
results can be rationalized in a simple model of migration and taxation
with rigid labor demand."
"929","10.1257/aer.103.5.1925","10305","Following Grossman and Rossi-Hansberg (2008) we present a model in which tasks of varying complexity are matched to workers of varying skill in order to develop and test predictions regarding the effects of immigration and offshoring on US native-born workers. We find that immigrant and native-born workers do not compete much due to the fact that they tend to perform tasks at opposite ends of the task complexity spectrum, with offshore workers performing the tasks in the middle. An effect of offshoring and a positive effect of immigration on native-born employment suggest that immigration and offshoring improve industry efficiency. "
"930","10.1257/aer.103.5.1960","10305","A growing body of research examines the regional effects of trade liberalization using a weighted average of trade policy changes across industries. This paper develops a specific-factors model of regional economies that provides a theoretical foundation for this intuitively appealing empirical approach and also provides guidance on treatment of the nontraded sector. In the context of Brazil's early 1990s trade liberalization, I find that regions facing a 10 percentage point larger liberalization-induced price decline experienced a 4 percentage point larger wage decline. The results also confirm the empirical relevance of appropriately dealing with the nontraded sector. "
"931","10.1257/aer.103.5.1977","10305","Human capital theory predicts that life expectancy will impact human capital attainment. We estimate this relationship using variation in life expectancy driven by Huntington disease, an inherited neurological disorder. We compare investments for individuals who have ex-ante identical risks of HD but differ in disease realization. Individuals with the HD mutation complete less education and job training. The elasticity of demand for college attendance with respect to life expectancy is around 1.0. We relate this to cross-country and over-time differences in education. We use smoking and cancer screening data to test the corollary that health capital responds to life expectancy. "
"932","10.1257/aer.103.5.2003","10305","Using historical census and survey data, Long and Ferrie (2013) found a significant decline in social mobility in the United States from 1880 to 1973. We present two critiques of the Long-Ferrie study. First, the data quality of the Long-Ferrie study is more limiting than the authors acknowledge. Second, and more critically, they applied a method ill-suited for measuring social mobility of farmers in a comparative study between 1880 and 1973, a period in which the proportion of farmers dramatically declined in the United States. We show that Long and Ferrie's main conclusion is all driven by this misleading result for farmers."
"933","10.1257/aer.103.5.2021","10305","We reanalyze Long and Ferrie's data. We find that the association of occupational status across generations was quite similar over time and place. Two significant differences were: (i) American farms in 1880 were far more open to men who had nonfarm backgrounds than were American farms in 1973 or British farms in either century; (ii) of the four cases, the intergenerational correlation was strongest in Britain in 1881. Structural mobility related to, among other things, economic growth and occupational differentiation, affected mobility most in 1970s America."
"934","10.1257/aer.103.5.2041","10305","We respond to several criticisms by Avery Guest and Michael Hout (2013) and Yu Xie and Alexandra Killewald (2013) to Jason Long and Joseph Ferrie (2013). We do not dispute Guest and Hout's characterization of the importance of total mobility in addition to relative mobility. We find much in their additional analyses that supports our original findings. In response to Xie and Killewald, we discuss the limitations of our data and the conceptualization of mobility. "
"935","aer.103.5.2050</doi>
<","10305","hing with contracts model (Hatfield and Milgrom 2005) is widely considered to be one of the most important advances of the last two decades in matching theory. One of their main messages is that the set of stable allocations is non-empty under a substitutes condition. We show that an additional irrelevance of rejected contracts (IRC) condition is implicitly assumed throughout their analysis, and in the absence of IRC several of their results, including the guaranteed existence of a stable allocation, fail to hold.</ab>
<a"
"936","10.1257/aer.103.5.i","10305","Including: ""Mark Nerlove: Distinguished Fellow 2012"""
"937","10.1257/aer.103.6.na01","10306","Including: Neil Wallace: Distinguished Fellow 2012"
"938","10.1257/aer.103.6.2052","10306","A growing literature establishes that high quality early childhood
interventions targeted toward disadvantaged children have
substantial impacts on later life outcomes. Little is known about the
mechanisms producing these impacts. This paper uses longitudinal
data on cognitive and personality skills from an experimental
evaluation of the influential Perry Preschool program to analyze
the channels through which the program boosted both male and
female participant outcomes. Experimentally induced changes in
personality skills explain a sizable portion of adult treatment effects."
"939","10.1257/aer.103.6.2087","10306","There is a strong, positive, and well-documented correlation
between education and health outcomes. In this paper, we attempt to
understand to what extent this relationship is causal. Our approach
exploits two changes to British compulsory schooling laws that
generated sharp across-cohort differences in educational attainment.
Using regression discontinuity methods, we find the reforms did not
affect health although the reforms impacted educational attainment
and wages. Our results suggest caution as to the likely health returns
to educational interventions focused on increasing educational
attainment among those at risk of dropping out of high school, a
target of recent health policy efforts."
"940","10.1257/aer.103.6.2121","10306","We analyze the effect of rising Chinese import competition between
1990 and 2007 on US local labor markets, exploiting cross-
market
variation in import exposure stemming from initial differences in
industry specialization and instrumenting for US imports using
changes in Chinese imports by other high-income countries. Rising
imports cause higher unemployment, lower labor force participation,
and reduced wages in local labor markets that house import-competing
manufacturing industries. In our main specification,
import competition explains one-quarter of the contemporaneous
aggregate decline in US manufacturing employment. Transfer
benefits payments for unemployment, disability, retirement, and
healthcare also rise sharply in more trade-exposed labor markets."
"941","10.1257/aer.103.6.2169","10306","If trade barriers are managed by inefficient institutions, trade
liberalization can lead to greater-than-expected gains. We examine
Chinese textile and clothing exports before and after the elimination
of externally imposed export quotas. Both the surge in export
volume and the decline in export prices following quota removal
are driven by net entry. This outcome is inconsistent with a model
in which quotas are allocated based on firm productivity, implying
misallocation of resources. Removing this misallocation accounts
for a substantial share of the overall gain in productivity associated
with quota removal."
"942","10.1257/aer.103.6.2196","10306","Do the repayment requirements of the classic microfinance contract
inhibit investment in high-return but illiquid business opportunities
among the poor? Using a field experiment, we compare the classic
contract which requires that repayment begin immediately after
loan disbursement to a contract that includes a two-month grace
period. The provision of a grace period increased short-run business
investment and long-run profits but also default rates. The results,
thus, indicate that debt contracts that require early repayment
discourage illiquid risky investment and thereby limit the potential
impact of microfinance on microenterprise growth and household
poverty."
"943",".1257/aer.103.6.2227</","10306"," analyze the emergence of the first socioeconomic institution
in history limiting fertility: west of a line from St. Petersburg to
Trieste, the European Marriage Pattern (EMP) reduced childbirths
by approximately one-third between the fourteenth and eighteenth
century. To explain the rise of EMP we build a two-sector model
of agricultural production�grain and livestock. Women have a
comparative advantage in animal husbandry. After the Black Death
in 1348�1350, land abundance triggered a shift toward the pastoral
sector. This improved female employment prospects, leading to later
marriages. Using detailed data from England, we provide strong
evidence for our mechanism.</"
"944","10.1257/aer.103.6.2265","10306","We present a new framework to identify supply elasticities of storable
commodities where past shocks are used as exogenous price shifters.
In the agricultural context, past yield shocks change inventory
levels and futures prices of agricultural commodities. We use our
estimated elasticities to evaluate the impact of the 2009 Renewable
Fuel Standard on commodity prices, quantities, and food consumers'
surplus for the four basic staples: corn, rice, soybeans, and wheat.
Prices increase 20 percent if one-third of commodities used to
produce ethanol are recycled as feedstock, with a positively skewed
95 percent confidence interval that ranges from 14 to 35 percent."
"945","10.1257/aer.103.6.2296","10306","We use a simple theory of a system of cities to decompose
the determinants of the city size distribution into three main
components: efficiency, amenities, and frictions. Higher efficiency
and better amenities lead to larger cities but also to greater frictions
through congestion and other negative effects of agglomeration.
Using data on MSAs in the United States, we estimate these city
characteristics. Eliminating variation in any of them leads to large
population reallocations, but modest welfare effects. We apply the
same methodology to Chinese cities and find welfare effects that are
many times larger than those in the US."
"946","10.1257/aer.103.6.2328","10306","A manager and a worker are in an infinitely repeated relationship
in which the manager privately observes her opportunity costs of
paying the worker. We show that the optimal relational contract generates
periodic conflicts during which effort and expected profits
decline gradually but recover instantaneously. To manage a conflict,
the manager uses a combination of informal promises and formal
commitments that evolves with the duration of the conflict. Finally,
we show that liquidity constraints limit the manager's ability to manage
conflicts but may also induce the worker to respond to a conflict
by providing more effort rather than less."
"947","10.1257/aer.103.6.2352","10306","Contract theory claims that renegotiation prevents attainment of
the efficient solution that could be obtained under full commitment.
Assessing the cost of renegotiation remains an open issue from an
empirical viewpoint. We fit a structural principal-agent model with
renegotiation on a set of contracts for urban transport services. The
model captures two important features of the industry as only two
types of contracts are used (fixed price and cost-plus) and subsidies
are greater following a cost-plus contract than following a fixed price
one. We conclude that the welfare gains from improving commitment
would be significant but would accrue mostly to operators."
"948","1257/aer.103.6.2384</d","10306","analyze firms that compete by means of exclusive contracts and
market-share discounts (conditional on the seller's share of customers'
total purchases). With incomplete information about demand,
firms have a unilateral incentive to use these contractual arrangements
to better extract buyers' informational rents. However,
exclusive contracts intensify competition, thus reducing prices and
profits and (in all Pareto undominated equilibria) increasing welfare.
Market-share discounts, by contrast, produce a double marginalization
effect that leads to higher prices and harms buyers. We
discuss the implications of these results for competition policy</a"
"949",".1257/aer.103.6.2412</","10306"," consider a dynamic economy in which agents are repeatedly
matched and decide whether or not to form profitable partnerships.
Each agent has a physical color and a social color. An agent's social
color acts as a signal, conveying information about the physical
color of agents in his partnership history. Before an agent makes a
decision, he observes his match's physical and social colors. Neither
the physical color nor the social color is payoff relevant. We identify
environments where equilibria arise in which agents condition their
decisions on the physical and social colors of their potential partners.
That is, they discriminate.</"
"950","10.1257/aer.103.6.2437","10306","In August 2006, the Italian government released one-third of the
nation's prison inmates via a national collective pardon. We test for
a discontinuous break in national crime rates corresponding to the
mass release. We also test for the effect of the return of the incarceration
rate to its predicted steady state level on national crime rates.
Finally, we exploit regional variation in prison releases based on
the province of residence of pardoned inmates. All three sources of
variation yield substantial incapacitation effect estimates and suggest
that the crime-preventing effects of incarceration diminish with
increases in the incarceration rate."
"951","10.1257/aer.103.6.2466","10306","This paper develops a model of demand, pricing and advertising in
the presence of social learning via word-of-mouth communication
between friends. In the model consumers must receive information
about a monopolist's product in order to consider purchasing it.
The presence of word-of-mouth is not sufficient for demand to be
more elastic and prices to be lower compared to an informed
population. I derive the comparative static results of connectivity,
mean-preserving spread of friendships, and clustering of friends on
prices. The optimal targets for advertising are not, generically, the
individuals with the most friends."
"952","1257/aer.103.6.2499</d","10306","We use data on insurance deductible choices to estimate a structural
model of risky choice that incorporates ""standard"" risk aversion
(diminishing marginal utility for wealth) and probability distortions.
We find that probability distortions�characterized by substantial
overweighting of small probabilities and only mild insensitivity to
probability changes�play an important role in explaining the aversion
to risk manifested in deductible choices. This finding is robust to
allowing for observed and unobserved heterogeneity in preferences.
We demonstrate that neither K�szegi-Rabin loss aversion alone nor
Gul disappointment aversion alone can explain our estimated probability
distortions, signifying a key role for probability weighting.</a"
"953","10.1257/aer.103.6.2530","10306","We measure the change in household spending caused by receipt of the economic stimulus payments of 2008, using questions added to the Consumer Expenditure Survey and variation from the randomized timing of disbursement. Households spent 12-30 percent (depending on specification) of their payments on nondurable goods during the three-month period of payment receipt, and a significant amount more on durable goods, primarily vehicles, bringing the total response to 50-90 percent of the payments. The responses are substantial and significant for older, lower-income, and home-owning households. Spending does not vary significantly with the method of disbursement (check versus electronic transfer)."
"954","10.1257/aer.103.6.2554","10306","Firms face competing needs to expand product variety and reduce production costs. Access to larger markets enables innovation to reduce costs. Although firm scale increases, foreign competition reduces markups. Firms' ability to recapture lost markups depends on the interplay between within-firm competition and across-firm competition. Narrowing product variety eases within-firm competition but lowers market share. I provide a theory detailing the impact of trade policy on product and process innovation. Unbundling innovation provides new insights into welfare gains and innovation policy. Product innovation increases welfare beyond standard gains from trade. The relative returns to innovation policy change with trade liberalization. "
"955","10.1257/aer.103.6.2585","10306","Expected consumer's surplus rarely represents preferences over price lotteries. Still, I give sufficient conditions for policies which maximize aggregate expected surplus to be interim Pareto Optimal. Besides two standard partial equilibrium conditions, I assume that feasible prices satisfy a single-crossing property; and each consumer's indirect utility satisfies increasing differences in the price and income. I use the result to extend well-known welfare conclusions beyond the knife-edge quasilinear utility case. Since increasing differences puts no upper bound on risk aversion, the result is useful for applications in which risk aversion is important."
"956",".1257/aer.103.6.2612</","10306"," adopt a statistical approach to identify the shocks that explain most of the fluctuations of the slope of the term structure of interest rates. We find that one shock can explain the majority of unpredictable movements in the slope. Impulse response functions lead us to interpret this shock as news about future total factor productivity (TFP). By showing that ""slope shocks"" are essentially ""TFP news shocks"" we provide a new explanation for the relationship between the slope and macroeconomic fundamentals. Our results also provide a new empirical benchmark for structural models at the intersection of macroeconomics and finance.</"
"957","57/aer.103.6.2633</doi","10306","ayoff of actions is estimated and the resulting empirical payoff is controlled for in regression analyses to formulate a test of rational expectations in information cascade experiments. We show that the empirical payoff of actions is a function of estimates of choice probabilities and estimates of the information parameters of the game. We introduce an alternative empirical payoff of actions with true values of the information parameters. Our improved measure of the success of social learning confirms that rational expectations are violated, but deviations from rational expectations are statistically significantly smaller than in Weizsacher (2010).</ab>"
"958","10.1257/aer.103.7.i","10307","Including: Janet L. Yellen: Distinguished Fellow 2012"
"959","10.1257/aer.103.7.2643","10307","This paper investigates consumer inertia in health insurance markets,
where adverse selection is a potential concern. We leverage a major
change to insurance provision that occurred at a large firm to
identify substantial inertia, and develop and estimate a choice model
that also quantifies risk preferences and ex ante health risk. We use
these estimates to study the impact of policies that nudge consumers
toward better decisions by reducing inertia. When aggregated,
these improved individual-level choices substantially exacerbate
adverse selection in our setting, leading to an overall reduction in
welfare that doubles the existing welfare loss from adverse selection."
"960","10.1257/aer.103.7.2683","10307","We estimate the impacts of the Earned Income Tax Credit on labor
supply using local variation in knowledge about the EITC schedule.
We proxy for EITC knowledge in a Zip code with the fraction
of individuals who manipulate reported self-employment income to
maximize their EITC refund. This measure varies significantly across
areas. We exploit changes in EITC eligibility at the birth of a child
to estimate labor supply effects. Individuals in high-knowledge areas
change wage earnings sharply to obtain larger EITC refunds relative
to those in low-knowledge areas. These responses come primarily
from intensive-margin earnings increases in the phase-in region."
"961","10.1257/aer.103.7.2722","10307","We study intertemporal price discrimination when consumers can
store for future consumption needs. We offer a simple model of demand
dynamics, which we estimate using market-level data. Optimal
pricing involves temporary price reductions that enable sellers to
discriminate between price sensitive consumers, who stockpile for
future consumption, and less price-sensitive consumers, who do not
stockpile. We empirically quantify the impact of intertemporal price
discrimination on profits and welfare. We find that sales (i ) capture
25-30 percent of the gap between non-discriminatory profits and
(unattainable) third-degree price discrimination profits, (ii ) increase
total welfare, and (iii) have a modest impact on consumer welfare."
"962","0.1257/aer.103.7.2752<","10307","e assess the empirical importance of changes in income and
relative prices for structural transformation in the postwar United
States. We explain two natural approaches to the data: sectors may
be categories of final expenditure or value added; e.g., the service
sector may be the final expenditure on services or the value added
from service industries. We estimate preferences for each approach
and find that with final expenditure income effects are the dominant
force behind structural transformation, whereas with value-added
categories price effects are more important. We show how the inputoutput
structure of the United States can reconcile these findings.<"
"963","257/aer.103.7.2790</do","10307"," article introduces a new approach to modeling the expanding
universe of decision makers in the wake of growing awareness, and
invokes the axiomatic approach to model the evolution of decision
makers' beliefs as awareness grows. The expanding universe is
accompanied by extension of the set of acts, the preference relations
over which are linked by a new axiom, invariant risk preferences,
asserting that the ranking of lotteries is independent of the set of acts
under consideration. The main results are representation theorems
and rules for updating beliefs over expanding state spaces and events
that have the flavor of ""reverse Bayesianism.""</ab"
"964","10.1257/aer.103.7.2811","10307","We characterize the unique equilibrium of a competitive continuous
time game between a resource-constrained informed player and a
sequence of rivals who partially observe his action intensity. Our
game adds noisy monitoring and impatient players to Aumann
and Maschler (1966), and also subsumes insider trading models.
The intensity bound induces a novel strategic bias and serial mean
reversion by uninformed players. We compute the duration of the
informed player's informational edge. The uninformed player's
value of information is concave if the intensity bound is large
enough. Costly obfuscation by the informed player optimally rises in
the public deception."
"965","10.1257/aer.103.7.2848","10307","This paper analyzes a dynamic lending relationship where the borrower
cannot be forced to make repayments, and the lender offers
long-term contracts that are imperfectly enforced and repeatedly
renegotiated. No commitment and full commitment by the lender
are special cases of this model where the probability of enforcement
equals zero and one, respectively. I show that an increase in
the degree of enforcement can lower social welfare. Furthermore,
properties of equilibrium investment dynamics with partial commitment
drastically differ from those with full and no commitment. In
particular, investment is positively related to cash flow, consistent
with empirical findings."
"966","10.1257/aer.103.7.2875","10307","If profit maximization is the objective of a firm, new information
about quality should affect firm behavior only through its effects
on market demand. I consider an alternate model in which suppliers
are motivated by a desire to perform well in addition to profit.
The introduction of quality ""report cards"" for cardiac surgery in
Pennsylvania provides an empirical setting to isolate the relative role
of extrinsic and intrinsic incentives in determining surgeon response.
Information on performance that was new to surgeons and unrelated
to patient demand led to an intrinsic response four times larger than
surgeon response to profit incentives."
"967","10.1257/aer.103.7.2911","10307","To investigate whether secondary markets aid or harm durable goods
manufacturers, we build a dynamic model of durable goods oligopoly
with transaction costs in the secondary market. Calibrating model
parameters using data from the US automobile industry, we find the
net effect of opening the secondary market is to decrease new car
manufacturers' profits by 35 percent. Counterfactual scenarios in
which the size of the used good stock decreases, such as when products
become less durable, when the number of firms decreases, or when
firms can commit to future production levels, increase the profitability
of opening the secondary market."
"968","10.1257/aer.103.7.2935","10307","A large and growing share of world trade travels by air. We model
exporters' choice between fast, expensive air cargo and slow, cheap
ocean cargo, which depends on the price elasticity of demand and
the value that consumers attach to fast delivery. We use US imports
data that provide rich variation in the premium paid for air shipping
and in time lags for ocean transit to extract consumers' valuation
of time. We estimate that each day in transit is equivalent to an advalorem
tariff of 0.6 to 2.1 percent. The most time-sensitive trade
flows involve parts and components trade."
"969","10.1257/aer.103.7.2960","10307","This paper measures the impact of vertically integrated and exclusive
software on industry structure and welfare in the sixth-generation of
the US video game industry (2000-2005). I specify and estimate a
dynamic model of both consumer demand for hardware and software
products, and software demand for hardware platforms. I use estimates
to simulate market outcomes had platforms been unable to own
or contract exclusively with software. Driven by increased software
compatibility, hardware and software sales would have increased
by 7 percent and 58 percent and consumer welfare by $1.5 billion.
Gains would be realized only by the incumbent, suggesting exclusivity
favored the entrant platforms."
"970","10.1257/aer.103.7.3001","10307","A growing literature explores differences in subjective well-being
across demographic groups, often relying on surveys with high nonresponse
rates. By using the reported number of call attempts made
to participants in the University of Michigan's Surveys of Consumers,
we show that comparisons among easy-to-reach respondents differ
from comparisons among hard-to-reach ones. Notably, easy-to-reach
women are happier than easy-to-reach men, but hard-to-reach men
are happier than hard-to-reach women, and conclusions of a survey
could reverse with more attempted calls. Better alternatives to
comparing group sample averages might include putting greater
weight on hard-to-reach respondents or even extrapolating trends in
responses."
"971","10.1257/aer.103.7.3022","10307","Over the business cycle young workers experience much greater volatility of hours
worked than prime-aged workers. This can arise from age differences in labor supply or
labor demand characteristics. To distinguish between these, we document that, for young
workers, both the cyclical volatilities of hours and wages are greater than those of the
prime-aged. We argue that a general class of models featuring only age-specific labor
supply differences cannot reconcile these facts. We then show that a simple model
featuring labor demand differences can."
"972","10.1257/aer.103.7.3045","10307","We explore empirically models of aggregate fluctuations in which consumers form
anticipations about the future based on noisy sources of information and these
anticipations affect output in the short run. Our objective is to separate fluctuations due to
changes in fundamentals (news) from those due to temporary errors in agents' estimates
(noise). We show that structural VARs cannot be used to identify news and noise shocks,
but identification is possible via a method of moments or maximum likelihood. Next, we
estimate our model on US data. Our results suggest that noise shocks explain a sizable
fraction of short-run consumption fluctuations."
"973","10.1257/aer.103.7.3071","10307","We offer a theory of polarization as an optimal response to ambiguity. Suppose
individual A's beliefs first-order stochastically dominate individual B's. They observe a
common signal. They exhibit polarization if A's posterior dominates her prior and B's
prior dominates her posterior. Given agreement on conditional signal likelihoods, we
show that polarization is impossible under Bayesian updating or after observing extreme
signals. However, we also show that polarization can arise after intermediate signals as
ambiguity averse individuals implement their optimal prediction strategies. We explore
when this polarization will occur and the logic underlying it."
"974","10.1257/aer.103.7.3084","10307","This paper axiomatizes a utility function for social preferences under risk. In the model, a
single parameter captures a preference for equality of opportunity (i.e., equality of exante
expected payoffs) relative to equality of outcome (i.e., equality of ex-post payoffs).
In a deterministic environment, the model reduces to the model of Fehr and Schmidt
(1999). The model is consistent with recent experiments on probabilistic dictator games."
"975",".1257/aer.103.7.3102</","10307","is paper shows that smoking intensity, i.e. the amount of nicotine extracted per
cigarette smoked, responds to changes in excise taxes and tobacco prices. We exploit
NHANES data covering the period 1988 to 2006 across many US states. Moreover, using
panel data from the Coronary Artery Risk Development in Young Adults (CARDIA)
study, we provide new evidence on the importance of cotinine measures in explaining
long-run smoking behavior. We show the importance of smoking intensity as a long-run
determinant of smoking cessation. We also investigate the sensitivity of smoking
cessation to changes in excise taxes and their interaction with smoking intensity.</"
"976","10.1257/aer.104.1.1","10401","We estimate the sensitivity of Internet retail purchasing to sales taxes
using eBay data. Our first approach exploits the fact that a seller's
location�and therefore the applicable tax rate�is revealed only
after a buyer has expressed interest in an item. We document how
adverse tax ""surprises"" reduce the likelihood of purchase and shift
subsequent purchases toward out-of-state sellers. We then use more
aggregated data to estimate that every one percentage point increase
in a state's sales tax increases online purchases by state residents by
almost 2 percent, while decreasing their online purchases from state
retailers by 3�4 percent."
"977","10.1257/aer.104.1.27","10401","We augment a standard monetary dynamic general equilibrium
model to include a Bernanke-Gertler-Gilchrist financial accelerator
mechanism. We fit the model to US data, allowing the volatility of
cross-sectional idiosyncratic uncertainty to fluctuate over time. We
refer to this measure of volatility as risk. We find that fluctuations in
risk are the most important shock driving the business cycle."
"978","10.1257/aer.104.1.66","10401","A principal delegates multiple decisions to an agent, who has private
information relevant to each decision. The principal is uncertain
about the agent's preferences. I solve for max-min optimal mechanisms�
those which maximize the principal's payoff against the
worst case agent preference types. These mechanisms are characterized
by a property I call ""aligned delegation"": all agent types play
identically, as if they shared the principal's preferences. Max-min
optimal mechanisms may take the simple forms of ranking mechanisms,
budgets, or sequential quotas."
"979","10.1257/aer.104.1.84","10401","This paper analyzes long-term effects of skilled-worker immigration
on productivity for the Huguenot migration to Prussia. In 1685,
religiously persecuted French Huguenots settled in Brandenburg-
Prussia and compensated for population losses due to plagues during
the Thirty Years' War. We combine Huguenot immigration lists from
1700 with Prussian firm-level data on the value of inputs and outputs
in 1802 in a unique database to analyze the effects of skilled immigration
to places with underused economic potential. Exploiting this
settlement pattern in an instrumental-variable approach, we find substantial
long-term effects of Huguenot settlement on the productivity
of textile manufactories."
"980","10.1257/aer.104.1.123","10401","We investigate the relationship between violence and economic risk
preferences in Afghanistan combining: (i) a two-part experimental
procedure identifying risk preferences, violations of Expected Utility,
and specific preferences for certainty; (ii) controlled recollection of
fear based on established methods from psychology; and (iii) administrative
violence data from precisely geocoded military records. We
document a specific preference for certainty in violation of Expected
Utility. The preference for certainty, which we term a Certainty
Premium, is exacerbated by the combination of violent exposure
and controlled fearful recollections. The results have implications
for risk taking and are potentially actionable for policymakers and
marketers."
"981","10.1257/aer.104.1.149","10401","We develop a model in which connections between individuals serve
as social collateral to enforce informal insurance payments. We show
that: (i) The degree of insurance is governed by the expansiveness of
the network, measured with the per capita number of connections
that groups have with the rest of the community. ""Two-dimensional""
networks�like real-world networks in Peruvian villages�are sufficiently
expansive to allow very good risk-sharing. (ii) In second-
best
arrangements, insurance is local: agents fully share shocks within,
but imperfectly between endogenously emerging risk-sharing groups.
We also discuss how endogenous social collateral affects our results."
"982","10.1257/aer.104.1.183","10401","We explore the impact of reduced transaction costs on risk sharing by
estimating the effects of a mobile money innovation on consumption.
In our panel sample, adoption of the innovation increased from 43 to
70 percent. We find that, while shocks reduce consumption by 7 percent
for nonusers, the consumption of user households is unaffected. The
mechanisms underlying these consumption effects are increases in
remittances received and the diversity of senders. We report robustness
checks supporting these results and use the four-fold expansion of the
mobile money agent network as a source of exogenous variation in
access to the innovation."
"983","10.1257/aer.104.1.224","10401","We develop a new methodology to estimate herd behavior in financial
markets. We build a model of informational herding that can
be estimated with financial transaction data. In the model, rational
herding arises because of information-event uncertainty. We estimate
the model using data on a NYSE stock (Ashland Inc.) during 1995.
Herding occurs often and is particularly pervasive on some days. On
average, the proportion of herd buyers is 2 percent; that of herd sellers
is 4 percent. Herding also causes important informational inefficiencies
in the market, amounting, on average, to 4 percent of the
asset's expected value."
"984","10.1257/aer.104.1.252","10401","We study interdependencies in spousal labor supply by exploiting the
design of the French workweek reduction, which introduced exogenous
variation in one's spouse's labor supply, at constant earnings.
Treated employees work on average two hours less per week.
Husbands of treated women respond by reducing their labor supply
by about half an hour, consistent with substantial leisure complementarity,
and specifically cut the nonusual component of their
workweek, leaving usual hours unchanged. Women's response to
their husband's treatment is instead weak and rarely statistically
significant, possibly due to heavier constraints in the organization of
their workweek."
"985","10.1257/aer.104.1.277","10401","Some researchers have argued that anchoring in economic valuations
casts doubt on the assumption of consistent and stable preferences. We
present new evidence that explores the strength of certain anchoring
results. We then present a theoretical framework that provides insights
into why we should be cautious of initial empirical findings in general.
The model importantly highlights that the rate of false positives
depends not only on the observed significance level, but also on statistical
power, research priors, and the number of scholars exploring
the question. Importantly, a few independent replications dramatically
increase the chances that the original finding is true."
"986","10.1257/aer.104.1.291","10401","Team production takes advantage of technological complementarities
but comes with the cost of free-ridership. When workers differ in
skills, the choice of sorting pattern may be associated with a nontrivial
trade-off between exploiting the technological complementarities
and minimizing the cost of free-ridership. This paper demonstrates
that whether such a trade-off arises depends (i) on how the power
of incentives required for effort provision varies with workers' types,
and (ii) on whether the workers are organized for production in partnerships
or in corporations. These results have implications for how
production is organized in different industries�in partnerships or in
corporations."
"987","10.1257/aer.104.1.308","10401","Many observers argue that political polarization, particularly on
social and cultural issues, has increased in the United States. How
does this influence the political competition on economic issues?
We analyze this question using a framework in which two officemotivated
candidates differ in their fixed ideological position and
choose a level of government spending to maximize their vote share.
In equilibrium, candidates cater to a set of swing voters who contain
socially conservative and economically-liberal voters, as well as
socially-liberal and economically-conservative voters. We analyze
how voters' cultural preferences and candidates' cultural positions
influence equilibrium economic positions."
"988","10.1257/aer.104.1.323","10401","Term premia implied by maximum likelihood estimates of affine
term structure models are misleading because of small-sample
bias. We show that accounting for this bias alters the conclusions
about the trend, cycle, and macroeconomic determinants of the term
premia estimated in Wright (2011). His term premium estimates are
essentially acyclical, and often just parallel the secular trend in longterm
interest rates. In contrast, bias-corrected term premia show
pronounced countercyclical behavior, consistent with theoretical
and empirical arguments about movements in risk premia."
"989","10.1257/aer.104.1.338","10401","Bauer, Rudebusch, and Wu (2014) advocate the use of bias-corrected
estimates in their comment on Wright (2011). Econometric estimation
of a macro-finance VAR provides quite imprecise estimates of future
short-term interest rates. Nonetheless, comparison with survey
responses indicates that the proposed bias-corrected point estimates
are less plausible than their maximum-likelihood counterparts."
"990","57/aer.104.10.2941</doi","104010","ndatory spending programs such as Medicare improve efficiency? We analyze a model with two parties allocating a fixed budget to a public good and private transfers each period over an infinite horizon. We compare two institutions that differ in whether public good spending is discretionary or mandatory. We model mandatory spending as an endogenous status quo since it is enacted by law and remains in effect until changed. Mandatory programs result in higher public good spending; furthermore, they ex ante Pareto dominate discretionary programs when parties are patient, persistence of power is low, and polarization is low.</ab>"
"991","10.1257/aer.104.10.2975","104010","Implementation theory assumes that participants' choices are rational,
in the sense of being consistent with the maximization of a context-
independent preference. The paper investigates implementation
under complete information when individuals'  choices need not be
rational. "
"992","10.1257/aer.104.10.3003","104010","We document three remarkable features of the Opower program, in
which social comparison-based home energy reports are repeatedly
mailed to more than six million households nationwide. First, initial
reports cause high-frequency ""action and backsliding,""  but these
cycles attenuate over time. Second, if reports are discontinued after
two years, effects are relatively persistent, decaying at 10-20 percent
per year. Third, consumers are slow to habituate: they continue to
respond to repeated treatment even after two years. We show that the
previous conservative assumptions about post-intervention persistence had dramatically understated cost effectiveness and illustrate how empirical estimates can optimize program design."
"993","10.1257/aer.104.10.3038","104010","Using the most comprehensive developing country dataset ever
compiled on air and water pollution and environmental regulations,
the paper assesses India's environmental regulations with a
difference-in-differences design. The air pollution regulations are
associated with substantial improvements in air quality. The most
successful air regulation resulted in a modest but statistically
insignificant decline in infant mortality. In contrast, the water
regulations had no measurable benefits. The available evidence leads
us to cautiously conclude that higher demand for air quality prompted
the effective enforcement of air pollution regulations, indicating that
strong public support allows environmental regulations to succeed in
weak institutional settings."
