article.url,issue.year,issue.volume,issue.issue,issue.date.of.publication,issue.pages,article.title,article.abstract,article.doi,article.pages,author1,institution1,author2,institution2,author3,institution3,author4,institution4,author5,institution5,author6,institution6,author7,institution7,author8,institution8,author9,institution9,author10,institution10,author11,institution11,author12,institution12,author13,institution13,author14,institution14,author15,institution15,author16,institution16,issue.online,version.of.record.online
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00273.x/abstract,2007,51,3,July 2007,433-701,"The Dictator Game, Fairness and Ethnicity in Postwar Bosnia","This study considers the effects of ethnic violence on norms of fairness. Once violence is a foregone conclusion, will cooperative norms ever (re-)emerge beyond ethnic boundaries? We use an experiment that measures how fairly individuals in a postconflict setting treat their own ingroup in comparison to the outgroups—in this case, examining the behavior of 681 Muslims, Croats, and Serbs in postwar Bosnia-Herzegovina. To assess fairness, we use the dictator game wherein subjects decide how to allocate a sum of money between themselves and an anonymous counterpart of varying ethnicity. We find that the effects of ethnicity on decision making are captured by our experiments. Although results indicate preferential ingroup treatment, the incidence and magnitude of outgroup bias is much less than expected. We conclude that norms of fairness across ethnicity are remarkably strong in Bosnia, and we take this to be a positive sign for reconciliation after violent conflict.",10.1111/j.1540-5907.2007.00273.x,655-668,Sam Whitt,University of Tennessee,Rick K. Wilson,Rice University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 JUN 2007,19 JUN 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00274.x/abstract,2007,51,3,July 2007,433-701,Designing and Analyzing Randomized Experiments: Application to a Japanese Election Survey Experiment,"Randomized experiments are becoming increasingly common in political science. Despite their well-known advantages over observational studies, randomized experiments are not free from complications. In particular, researchers often cannot force subjects to comply with treatment assignment and to provide the requested information. Furthermore, simple randomization of treatments remains the most commonly used method in the discipline even though more efficient procedures are available. Building on the recent statistical literature, we address these methodological issues by offering general recommendations for designing and analyzing randomized experiments to improve the validity and efficiency of causal inference. We also develop a new statistical methodology to explore causal heterogeneity. The proposed methods are applied to a survey experiment conducted during Japan's 2004 Upper House election, where randomly selected voters were encouraged to obtain policy information from political parties' websites. An R package is publicly available for implementing various methods useful for designing and analyzing randomized experiments",10.1111/j.1540-5907.2007.00274.x,669-687,Yusaku Horiuchi,Australian National University,Kosuke Imai,Princeton University,Naoko Taniguchi,Teikyō University,,,,,,,,,,,,,,,,,,,,,,,,,,,19 JUN 2007,19 JUN 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00275.x/abstract,2007,51,3,July 2007,433-701,An Experimental Template for Case Study Research,"Methods are usually classified as either “experimental” or “observational,” a dichotomy that has governed social science research for centuries. By implication, this dichotomization precludes a consideration of experimental strategies in case study work. Yet, we argue that one gains purchase on the tasks of research design by integrating the criteria traditionally applied to experimental work to all research in the social sciences—including case study work, the focus of this article. Experimental research designs aim to achieve variation through time and across space while maintaining ceteris paribus assumptions, thus maximizing leverage into the fundamental problem of causal inference. We propose to capture these multiple criteria in a four-fold typology: (1) A Dynamic comparison mirrors laboratory experimentation through the use of both temporal and spatial variation; (2) A Longitudinal comparison employs temporal variation; (3) A Spatial comparison exploits variation through space; and (4) A Counterfactual comparison relies on imagined comparison. All comparison case study research designs can be slotted into one of these four categories. Moreover, the typology illustrates in a concise fashion the ways in which case study research designs attempt to mimic the virtues of experimental design and the degree to which they succeed. The classic experiment, with manipulated treatment and randomized control, thus provides a useful template for discussion about methodological issues in experimental and observational contexts.",10.1111/j.1540-5907.2007.00275.x,688-701,John Gerring,Boston University,Rose McDermott,"University of California, Santa Barbara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 JUN 2007,19 JUN 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00276.x/abstract,2007,51,4,October 2007,703-1028,"Capital, Trade, and the Political Economies of Reform","Existing approaches to the study of economic reform have focused on the mobilization of special interests that oppose liberalization and have tended to assume that reform dynamics follow a similar logic across distinct policy arenas. Analysis of the dynamics of capital account and trade liberalization in 19 Latin American countries between 1985 and 1999 demonstrates otherwise. Movement toward liberalization is shaped systematically by the timing and salience of each reform's distributional costs and partisan political dynamics. In turn, the timing and magnitude of costs are mediated by the economic context, while salience depends on the informational environment. Our findings thus differ from the conventional wisdom on several scores, particularly by emphasizing the ways in which good rather than bad economic conditions can facilitate reforms, the conditionality of legislative politics of reform enactment on whether reforms are characterized by ex ante conflict or fears of ex post blame, and how the type of reform shapes its political dynamics",10.1111/j.1540-5907.2007.00276.x,703-720,Sarah M. Brooks,The Ohio State University,Marcus J. Kurtz,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00277.x/abstract,2007,51,4,October 2007,703-1028,International Institutions and Compliance with Agreements,"The ultimate litmus test of compliance theories occurs in situations where states' interests are directly opposed, such as competing interstate claims over territory, maritime areas, and cross-border rivers. This article considers the extent to which the involvement of international institutions in the settlement of contentious issues between states bolsters compliance with agreements that are struck. Institutions may influence the prospects for compliance actively and passively. Active institutional involvement in the conflict management process increases the chances for compliance with agreements, particularly for binding institutional activities, relative to the active involvement of noninstitutional third parties. More passively, joint membership in peace-promoting institutions enhances the likelihood that states will comply with peaceful agreements to resolve contentious issues. Empirical analyses demonstrate the relevance of international institutions for resolving contentious interstate issues both actively and passively, although the results suggest that institutions are more effective conflict managers when they choose binding settlement techniques",10.1111/j.1540-5907.2007.00277.x,721-737,Sara McLaughlin Mitchell,University of Iowa,Paul R. Hensel,Florida State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00278.x/abstract,2007,51,4,October 2007,703-1028,Mutual Optimism and War,"Working with the definition of mutual optimism as war due to inconsistent beliefs, we formalize the mutual optimism argument to test the theory's logical validity. We find that in the class of strategic situations where mutual optimism is a necessary condition for war—i.e., where war is known to be inefficient, war only occurs if both sides prefer it to a negotiated settlement, and on the eve of conflict war is self-evident—then there is no Bayesian-Nash equilibrium where wars are fought because of mutual optimism. The fundamental reason that mutual optimism cannot lead to war is that if both sides are willing to fight, each side should infer that they have either underestimated the strength of the opponent or overestimated their own strength. In either case, these inferences lead to a peaceful settlement of the dispute. We also show that this result extends to situations in which there is bounded rationality and/or noncommon priors.",10.1111/j.1540-5907.2007.00278.x,738-754,Mark Fey,University of Rochester,Kristopher W. Ramsay,Princeton University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00279.x/abstract,2007,51,4,October 2007,703-1028,The Armed Peace: A Punctuated Equilibrium Theory of War,"According to a leading rationalist explanation, war can break out when a large, rapid shift of power causes a credible commitment problem. This mechanism does not specify how inefficient fighting can resolve this cause, so it is an incomplete explanation of war. We present a complete information model of war as a sequence of battles and show that although opportunities for a negotiated settlement arise throughout, the very desirability of peace creates a commitment problem that undermines its likelihood. Because players have incentives to settle as soon as possible, they cannot credibly threaten to fight long enough if an opponent launches a surprise attack. This decreases the expected duration and costs of war and causes mutual deterrence to fail. Fighting's destructiveness improves the credibility of these threats by decreasing the benefits from continuing the war and can eventually lead to peace. In equilibrium players can only terminate war at specific windows of opportunity and fighting results in escalating costs that can leave both players worse off at the time peace is negotiated than a full concession would have before the war began.",10.1111/j.1540-5907.2007.00279.x,755-771,Bahar Leventoğlu,Duke University,Branislav L. Slantchev,"University of California, San Diego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00280.x/abstract,2007,51,4,October 2007,703-1028,"The Turnover Trap: New Leaders, Reputation, and International Conflict","A formal model of crisis bargaining in the shadow of leadership turnover is analyzed where (1) successive leaders of the same state may differ in their resolve, (2) their resolve is private information, and (3) the probability of leadership turnover depends on bargaining behavior and conflict outcomes. The model provides novel answers to a number of questions about the relationship between an incumbent's time in office, the prospects of losing office, the anticipated behavior of future leaders, and the current probability of conflict. Taken together, these results add further weight to recent claims that leaders, not states, should be considered the fundamental units of analysis in international relations.",10.1111/j.1540-5907.2007.00280.x,772-788,Scott Wolford,Emory University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00281.x/abstract,2007,51,4,October 2007,703-1028,Bribing Voters,"We present a model of influence over collective decisions made through voting. We show how an outside party offering incentives to a committee can manipulate the committee's decisions at no cost and induce inefficient outcomes. A key condition is that the outsider be able to reward decisive votes differently. Inefficiency results from voting externalities. We relax all initial assumptions to investigate how to insulate committees. We study different information settings, credibility assumptions, payoff structures (voters caring about the collective decision and about their own votes), and incentive schemes (offers contingent on pivotal votes, individual votes, vote shares, and the collective decision). We analyze when voting should be made secret; we elucidate the role of individual accountability and various political institutions in preventing vote buying. We discuss implications for lobbying, for clientelism, for decisions in legislatures, boards, and central banks, and for the efficiency of democracy",10.1111/j.1540-5907.2007.00281.x,789-803,Ernesto Dal Bó,Stanford Graduate School of Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00282.x/abstract,2007,51,4,October 2007,703-1028,"Clientelism, Credibility, and the Policy Choices of Young Democracies","This article identifies for the first time systematic performance differences between younger and older democracies and argues that these are driven by the inability of political competitors to make broadly credible preelectoral promises to voters. Younger democracies are more corrupt; exhibit less rule of law, lower levels of bureaucratic quality and secondary school enrollment, and more restrictions on the media; and spend more on public investment and government workers. This pattern is exactly consistent with the predictions of ",10.1111/j.1540-5907.2007.00282.x,804-821,Philip Keefer,The World Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00283.x/abstract,2007,51,4,October 2007,703-1028,"Generation, Age, and Time: The Dynamics of Political Learning during Russia's Transformation","When the Soviet Union collapsed, most Russians had lived their entire lives in a quintessentially authoritarian culture. Having been socialized in this environment, how could citizens acquire the attitudes and behaviors necessary to support a new, more pluralistic regime? Cultural theories of political learning emphasize the primacy of childhood socialization and hold that altering initial attitudes is a decades-long process that depends on generational replacement. Institutional theories emphasize adult relearning in response to changing circumstances regardless of socialization. Lifetime learning integrates the competing perspectives. Multilevel models using New Russia Barometer data from 1992 to 2005 confirm the persistence of some generational differences in Russian political attitudes but demonstrate even larger effects resulting from adult relearning. Lifetime learning provides the most comprehensive account and suggests that Russians would quickly acquire the attitudes and behaviors appropriate to democracy—if Russian elites supply more authentic democratic institutions",10.1111/j.1540-5907.2007.00283.x,822-834,William Mishler,University of Arizona,Richard Rose,University of Aberdeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00284.x/abstract,2007,51,4,October 2007,703-1028,Regulatory Errors with Endogenous Agendas,"How do a regulator's decisions depend on the characteristics and strategies of its external clients? We develop a theory of approval regulation in which an uninformed regulator may veto the submission of a better-informed firm. The firm can perform publicly observable experiments to generate product information prior to submission. We find that when experimentation is short, Type I errors (approving bad products) are more likely for products submitted by firms with lower experimentation costs (larger firms), while Type II errors (rejecting good products) should be concentrated among smaller firms. These comparative statics are reversed when experimentation is long. We perform a statistical analysis on FDA approvals of new pharmaceutical products using two different measures of Type I error. We find consistent support for the counterintuitive hypothesis that, under particular conditions, errors are decreasing in the size of the firm submitting the product.",10.1111/j.1540-5907.2007.00284.x,835-852,Daniel Carpenter,Harvard University,Michael M. Ting,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00285.x/abstract,2007,51,4,October 2007,703-1028,Regulatory Competition and Environmental Enforcement: Is There a Race to the Bottom?,"This article examines several of the key hypotheses suggested by the race to the bottom theory in environmental regulation. The research studies annual state-level enforcement of federal air, water, and hazardous waste pollution control regulation, covering the period from 1985 to 2000. Specifically, the study estimates a series of strategic interaction models to examine whether a state's environmental regulatory behavior is influenced by the regulatory behavior of the states with which it competes for economic investment. While there is clear evidence of strategic interaction in state environmental regulatory behavior, states do not respond in the asymmetric manner suggested by the race to the bottom theory.",10.1111/j.1540-5907.2007.00285.x,853-872,David M. Konisky,University of Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00286.x/abstract,2007,51,4,October 2007,703-1028,"Slackers and Zealots: Civil Service, Policy Discretion, and Bureaucratic Expertise","We investigate how aspects of “civil service” systems of personnel management interact with bureaucratic discretion to create expert bureaucracies populated by policy-motivated agents. We construct a dynamic model in which bureaucrats may invest in (relationship-specific) policy expertise and may or may not be interested in policy choices per se. The legislature makes sequentially rational grants of discretion, which serve as incentives for expertise investment and continued service only for policy-motivated bureaucrats. Bureaucratic policy preferences and the legislature's agency problem vis-à-vis bureaucracies develop endogenously in the model. Bureaucratic expertise can be supported in equilibrium only at a cost of its politicization; “neutral competence” is inconsistent with strategic incentives of bureaucrats. We identify several conditions that support the development of an expert bureaucracy in equilibrium, including security of job tenure and control over policy issues for policy-motivated bureaucrats.",10.1111/j.1540-5907.2007.00286.x,873-889,Sean Gailmard,"University of California, Berkeley",John W. Patty,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00287.x/abstract,2007,51,4,October 2007,703-1028,"Agenda Control, the Median Justice, and the Majority Opinion on the U.S. Supreme Court","Some scholars argue that the author of the majority opinion exercises the most influence over the Court's opinion-writing process and so can determine what becomes Court policy, at least within the limits of what some Court majority finds acceptable. Other students of the Court have suggested that the Court's median justice effectively dictates the content of the majority opinion: whatever policy the median justice most wants, she can get. We test these competing models with data on Supreme Court decision making during the Burger Court (1969–86). While we find substantial evidence for both models, the agenda control model gains greater support. This suggests that opinions on the Court on each case are driven, in general, by the interaction of three key variables: the policy preferences of the majority opinion author, the policy preferences of the median justice, and the location of the legal status quo",10.1111/j.1540-5907.2007.00287.x,890-905,Chris W. Bonneau,University of Pittsburgh,Thomas H. Hammond,Michigan State University,Forrest Maltzman,George Washington University,Paul J. Wahlbeck,George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00288.x/abstract,2007,51,4,October 2007,703-1028,Present but Not Accounted For? Gender Differences in Civic Resource Acquisition,"We investigate the sources of an important form of social inequality: the social processes by which men and women acquire participatory resources in organizations. In particular, we investigate the extent to which men and women acquire civic skills and are targets for political recruitment within churches. Integrating theory about social interaction within an organizational structure, we hypothesize that the ways in which women gain politically relevant resources from the church are simply different from those of men. Three factors explain the institutional treatment of women in churches: (1) women's political contributions are devalued; (2) women respond to social cues more than men do; (3) women respond to political cues from clergy—especially female clergy—whereas men do not. Our findings of gender differences in civic resource acquisition provide a more nuanced treatment of the mobilization process and have broad implications for the relationship between political difference and participatory democracy",10.1111/j.1540-5907.2007.00288.x,906-920,Paul A. Djupe,Denison University,Anand E. Sokhey,The Ohio State University,Christopher P. Gilbert,Gustavus Adolphus College,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00289.x/abstract,2007,51,4,October 2007,703-1028,Leading by Example: Female Members of Parliament as Political Role Models,"One argument advanced in favor of descriptive representation is that female politicians serve as role models, inspiring other women to political activity. While previous research finds female role models affect women's psychological engagement, few studies report an impact on women's active participation, and none have done so in cross-national research. Our work also is the first to consider whether the impact of female role models is, as the term implies, greater among the young. Using three cross-national datasets, we find that where there are more female members of parliament (MPs), adolescent girls are more likely to discuss politics with friends and to intend to participate in politics as adults, and adult women are more likely to discuss and participate in politics. The presence of female MPs registers the same effect on political discussion regardless of age, but the impact on women's political activity is far greater among the young than the old",10.1111/j.1540-5907.2007.00289.x,921-939,Christina Wolbrecht,University of Notre Dame,David E. Campbell,University of Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00290.x/abstract,2007,51,4,October 2007,703-1028,Mechanism of Motivated Reasoning? Analogical Perception in Discrimination Disputes,"This article examines the boundaries of motivated reasoning in legal decision making. We propose a model of attitudinal influence involving analogical perception. Attitudes influence judgments by affecting the perceived similarity between a target case and cases cited as precedent. Bias should be most apparent in judging similarity when cases are moderately similar on objective dimensions. We conducted two experiments: the first with undergraduates, the second with undergraduates and law students. Participants in each experiment read a mock newspaper article that described a “target case” involving unlawful discrimination. Embedded in the article was a description of a “source case” cited as legal precedent. Participants in both studies were more likely to find source cases with outcomes that supported their policy views in the target dispute as analogous to that litigation. Commensurate with our theory, there was evidence in both experiments that motivated perceptions were most apparent where cases were moderately similar on objective dimensions. Although there were differences in the way lay and law student participants viewed cases, legal training did not appear to attenuate motivated perceptions",10.1111/j.1540-5907.2007.00290.x,940-956,Eileen Braman,Indiana University,Thomas E. Nelson,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00291.x/abstract,2007,51,4,October 2007,703-1028,Identifying the Persuasive Effects of Presidential Advertising,"Do presidential campaign advertisements mobilize, inform, or persuade citizens? To answer this question we exploit a natural experiment, the accidental treatment of some individuals living in nonbattleground states during the 2000 presidential election to either high levels or one-sided barrages of campaign advertisements simply because they resided in a media market adjoining a competitive state. We isolate the effects of advertising by matching records of locally broadcast presidential advertising with the opinions of National Annenberg Election Survey respondents living in these uncontested states. This approach remedies the observed correlation between advertising and both other campaign activities and previous election outcomes. In contrast to previous research, we find little evidence that citizens are mobilized by or learn from presidential advertisements, but strong evidence that they are persuaded by them. We also consider the causal mechanisms that facilitate persuasion and investigate whether some individuals are more susceptible to persuasion than others",10.1111/j.1540-5907.2007.00291.x,957-977,Gregory A. Huber,Yale University,Kevin Arceneaux,Temple University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00292.x/abstract,2007,51,4,October 2007,703-1028,"Unanimity, Discord, and the Communication of Public Opinion","This article is concerned with the political communication of opinion that occurs through networks of associated citizens. Its primary attention focuses on opinion variance within populations and networks and how such variance affects communication among and between individuals. Particularly in the context of ambiguous or infrequent communication, people may experience difficulty in forming judgments regarding the opinions of others. In such situations, environmental priors become useful devices for reaching these judgments, but a problem arises related to the utility of these environmental priors when discord rather than unanimity characterizes the contextual distribution of opinion. The article's argument is that dyadic discussions between two citizens are most enlightening, and environmental priors least enlightening, when surrounding opinion is marked by higher levels of disagreement. The analyses are based on data taken from the 1996 Indianapolis-St. Louis study",10.1111/j.1540-5907.2007.00292.x,978-995,Robert Huckfeldt,"University of California, Davis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00293.x/abstract,2007,51,4,October 2007,703-1028,Persuasion and Resistance: Race and the Death Penalty in America,"Although there exists a large and well-documented “race gap” between whites and blacks in their support for the death penalty, we know relatively little about the nature of these differences and how the races respond to various arguments against the penalty. To explore such differences, we embedded an experiment in a national survey in which respondents are randomly assigned to one of several argument conditions. We find that African Americans are more responsive to argument frames that are both racial (i.e., the death penalty is unfair because most of the people who are executed are black) and nonracial (i.e., too many innocent people are being executed) than are whites, who are highly resistant to persuasion and, in the case of the racial argument, actually become more supportive of the death penalty upon learning that it discriminates against blacks. These interracial differences in response to the framing of arguments against the death penalty can be explained, in part, by the degree to which people attribute the causes of black criminality to either dispositional or systemic forces (i.e., the racial biases of the criminal justice system)",10.1111/j.1540-5907.2007.00293.x,996-1012,Mark Peffley,University of Kentucky,Jon Hurwitz,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00294.x/abstract,2007,51,4,October 2007,703-1028,Estimating the Effect of Elite Communications on Public Opinion Using Instrumental Variables,"A central question in the study of democratic polities is the extent to which elite opinion about policy shapes public opinion. Estimating the impact of elites on mass opinion is difficult because of endogeneity, omitted variables, and measurement error. This article proposes an identification strategy for estimating the causal effect of elite messages on public support for European integration employing changes in political institutions as instrumental variables. We find that more negative elite messages about European integration do indeed decrease public support for Europe. Our analysis suggests that OLS estimates are biased, underestimating the magnitude of the effect of elite messages by 50%. We also find no evidence that this effect varies for more politically aware individuals, and our estimates are inconsistent with a mainstreaming effect in which political awareness increases support for Europe in those settings in which elites have a favorable consensus on the benefits of integration.",10.1111/j.1540-5907.2007.00294.x,1013-1028,Matthew Gabel,Washington University,Kenneth Scheve,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 OCT 2007,2 OCT 2007
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00295.x/abstract,2008,52,1,January 2008,1-217,Aristotle and the Eleatic Stranger on the Nature and Purpose of Political Life,"This article argues that Book I of the Politics represents Aristotle's critique of Plato's Eleatic Stranger on the specific character of political rule and the knowledge required for political rule, and that this critique produces a different understanding of the proper division of regimes and the relationship between political theory and practice. These differences can be traced to a more fundamental disagreement about nature: Aristotle sees nature as generally hospitable to human life and argues that the natural end or goal of political association is not mere life but the good life, while the Eleatic perceives nature as hostile and proposes a minimalist politics, aimed primarily at preserving life. Although the Eleatic's view of nature might appear to be closer to and more compatible with modern political thought, the conception of nature Aristotle presents in his Politics offers richer possibilities for political theory and political life.",10.1111/j.1540-5907.2007.00295.x,1-15,Kevin M. Cherry,University of Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00296.x/abstract,2008,52,1,January 2008,1-217,Dominant Party Strategy and Democratization,"How do incumbent parties strategize against challengers when a new partisan cleavage cuts across the incumbent's electoral coalition? This article argues that a two-dimensional extension of Riker's anticoordination thesis conflicts with Downsian extensions. It shows that when voters coordinate on a single challenger based on their shared preference on a cross-cutting cleavage, a vote-maximizing incumbent party should move away from the challenger on the primary dimension of competition, even at the risk of abandoning the center. The article develops this hypothesis with reference to dominant parties in competitive authoritarian regimes where challenger parties constantly attempt “heresthetical” moves by mobilizing regime issues into the partisan debate, and it tests the predictions with an original sample survey of national leaders of Mexico's Revolutionary Institutional Party (PRI). It also spells out the implications of the findings for dominant party survivability in democratic transitions and, more broadly, for incumbents' spatial strategies in the face of new partisan cleavages.",10.1111/j.1540-5907.2007.00296.x,16-31,Kenneth F. Greene,University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00297.x/abstract,2008,52,1,January 2008,1-217,Manipulating Electoral Rules to Manufacture Single-Party Dominance,"This article argues that the LDP manufactured its parliamentary dominance in postwar Japan by strategically altering specific facets of the electoral system. More generally, I demonstrate that intraparty politics play a crucial role in determining when and how electoral rules are changed. Despite widespread evidence that the LDP would win more seats under an SMP electoral formula, party leaders were repeatedly blocked from replacing the postwar MMD-SNTV system by intraparty incumbents, who feared that such a change would harm their individual reelection prospects. However, party leaders had greater leeway in altering rules that generated fewer intraparty conflicts. Between 1960 and 1990, the LDP implemented approximately fifty changes to campaign regulations, most of which were aimed at enhancing the incumbency advantage of all rank-and-file MPs. Statistical tests confirm that absent pro-incumbent revisions to the electoral code, the LDP would have succumbed to declining public popularity and lost its majority at least a decade earlier.",10.1111/j.1540-5907.2007.00297.x,32-47,Kenneth Mori McElwain,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00298.x/abstract,2008,52,1,January 2008,1-217,Economic Inequality and Democratic Political Engagement,"What effect, if any, does the extent of economic inequality in a country have upon the political engagement of its citizens? This study examines this question using data from multiple cross-national surveys of the advanced industrial democracies. It tests the theory that greater inequality increases the relative power of the wealthy to shape politics in their own favor against rival arguments that focus on the effects of inequality on citizens' objective interests or the resources they have available for political engagement. The analysis demonstrates that higher levels of income inequality powerfully depress political interest, the frequency of political discussion, and participation in elections among all but the most affluent citizens, providing compelling evidence that greater economic inequality yields greater political inequality.",10.1111/j.1540-5907.2007.00298.x,48-60,Frederick Solt,Southern Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00299.x/abstract,2008,52,1,January 2008,1-217,Democracy and Economic Growth: A Meta-Analysis,N/A,10.1111/j.1540-5907.2007.00299.x,61-83,Hristos Doucouliagos,Deakin University,Mehmet Ali Ulubaşoğlu,Deakin University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00300.x/abstract,2008,52,1,January 2008,1-217,"Economics, Party, and the Vote: Causality Issues and Panel Data","Conventional wisdom argues that national economic perceptions generally have an important impact on the vote choice in democracies. Recently, a revisionist view has arisen, contending that this link, regularly observed in election surveys, is mostly spurious. According to the argument, partisanship distorts economic perception, thereby substantially exaggerating the real vote connection. These causality issues have not been much investigated empirically, despite their critical importance. Utilizing primarily American, and secondarily British and Canadian, election panel surveys, we confront directly questions of the time dynamic and independent variable exogeneity. We find, after all, economics clearly matters for the vote. Indeed, once these causality concerns are properly taken into account, the impact of economic perceptions emerges as larger than previously thought. As well, the actual impact of partisanship is clearly reduced.",10.1111/j.1540-5907.2007.00300.x,84-95,Michael S. Lewis-Beck,University of Iowa,Richard Nadeau,University of Montreal,Angelo Elias,University of Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00301.x/abstract,2008,52,1,January 2008,1-217,Intolerance and Political Repression in the United States: A Half Century after McCarthyism,N/A,10.1111/j.1540-5907.2007.00301.x,96-108,James L. Gibson,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2007.00302.x/abstract,2008,52,1,January 2008,1-217,The Personal Vote and the Efficacy of Education Spending,N/A,10.1111/j.1540-5907.2007.00302.x,109-124,Allen Hicken,University of Michigan,Joel W. Simmons,Stony Brook University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 JAN 2008,18 JAN 2008
